Main Topic,Keyword,Related score,Competition,Overall,Search volume,30d ago searches,Timestamp,Number of words,KW Type,Content Pillar
personal growth,how to read people,1.4,47.0,59.231766152279,17629.0,28228.0,1771835931.0,4,sentence,Personal Growth
procrastination,codependency,2.0,56.1,55.580496799256345,17578.0,9076.0,1771835931.0,1,single word,Emotional Pain
philosophy,sartre,2.0,53.0,56.796969250007535,17472.0,17450.0,1771835931.0,1,single word,Fundamental Knowledge
productivity,business tips,2.1,37.5,62.98939243419927,17438.0,23734.0,1771835931.0,2,multiple words,Personal Growth
anxiety,gad,2.0,33.6,64.52747043557201,17340.0,10206.0,1771835931.0,1,single word,Emotional Pain
philosophy,lao tzu,1.2,59.5,54.15623796372523,17290.0,21627.0,1771835931.0,2,multiple words,Fundamental Knowledge
anxiety,how to deal with anxiety,6.125,42.0,61.13819826856261,17210.0,12732.0,1771835931.0,5,sentence,Personal Growth
stoicism,daily motivation,1.2,44.5,60.11325628553893,17100.0,27678.0,1771835931.0,2,multiple words,Fundamental Knowledge
stoicism,marcus aurelius quotes,1.4,50.6,57.61504452433599,16846.0,17375.0,1771835931.0,3,multiple words,Fundamental Knowledge
philosophy,taoist philosophy,4.7,42.0,61.045102975413705,16803.0,2366.0,1771835931.0,2,multiple words,Fundamental Knowledge
personal growth,anthony robbins,1.2,62.5,52.83699221733431,16768.0,22188.0,1771835931.0,2,multiple words,Personal Growth
personal growth,journaling ideas,1.2,30.8,65.4380194530185,16431.0,23121.0,1771835931.0,2,multiple words,Personal Growth
anxiety,mental health awareness,4.199999999999999,57.5,54.68754792884109,16136.0,10690.0,1771835931.0,3,multiple words,Emotional Pain
meaning of life,nothing really matters,1.4,40.6,61.3904814160428,15901.0,15423.0,1771922253.0,3,multiple words,Purpose and Identity
meaning of life,non duality,1.2,32.5,64.60175432515837,15784.0,21663.0,1771922253.0,2,multiple words,Fundamental Knowledge
productivity,note taking,1.2,59.5,53.78297968089757,15708.0,31109.0,1771835931.0,2,sentence,Personal Growth
nihilism,nihilist,2.25,43.6,60.12585543985339,15639.0,14220.0,1771922253.0,1,single word,Fundamental Knowledge
nihilism,belief,3.0,49.8,57.64361627508031,15630.0,14989.0,1771922253.0,1,single word,Purpose and Identity
schopenhauer,modern women,1.2,45.4,59.38890529728473,15571.0,26715.0,1771835931.0,2,multiple words,Fundamental Knowledge
mental models,brain training,1.2,47.5,58.50746658797964,15406.0,6005.0,1771835931.0,2,multiple words,Personal Growth
schopenhauer,meaning,3.0,57.0,54.6466494167916,15167.0,20152.0,1771835931.0,1,single word,Fundamental Knowledge
personal growth,running motivation,1.2,33.4,64.06917059558626,15099.0,29706.0,1771835931.0,2,multiple words,Personal Growth
philosophy,god is dead,1.4,47.3,58.49523418709634,15045.0,13794.0,1771835931.0,3,sentence,Fundamental Knowledge
stoicism,michael sugrue,1.2,33.2,64.07977065818068,14832.0,24705.0,1771835931.0,2,multiple words,Fundamental Knowledge
jung,archetypes,1.5,46.2,58.831744539776,14650.0,8651.0,1771835931.0,1,single word,Fundamental Knowledge
personal growth,motivation for success,1.4,45.5,59.10749396997993,14634.0,10649.0,1771835931.0,3,multiple words,Personal Growth
finding purpose,finding purpose,0.0,41.0,60.887774439494514,14560.0,12953.0,1771922253.0,2,sentence,Purpose and Identity
stoicism,philosophies for life,2.8,45.5,59.0869728866605,14557.0,15323.0,1771835931.0,3,multiple words,Fundamental Knowledge
personal growth,positive psychology,4.8,34.5,63.46015950208636,14457.0,6808.0,1771835931.0,2,multiple words,Personal Growth
philosophy,lessons,1.0393794749403342,50.5,57.05396619124602,14434.0,11920.0,1771835931.0,1,single word,Fundamental Knowledge
mental models,mindset mentor,1.2,61.0,52.85315764061829,14431.0,18601.0,1771835931.0,2,multiple words,Personal Growth
mental models,shane parrish,7.2,58.5,53.61730615413054,13582.0,13593.0,1771835931.0,2,multiple words,Personal Growth
procrastination,psychiatrist,3.25,48.3,57.652370142069785,13426.0,14678.0,1771835931.0,1,single word,Emotional Pain
schopenhauer,toxic relationships,1.2,54.0,55.36192615587963,13390.0,12792.0,1771835931.0,2,multiple words,Fundamental Knowledge
nihilism,sean kelly,1.5,45.8,58.63582085560543,13369.0,16238.0,1771922253.0,2,multiple words,Fundamental Knowledge
productivity,learn mandarin,1.2,35.2,62.864456954522815,13330.0,34984.0,1771835931.0,2,sentence,Personal Growth
stoicism,control your mind,1.4,54.0,55.336570145074845,13303.0,15675.0,1771835931.0,3,sentence,Fundamental Knowledge
habits,eminem the death of slim shady,1.4,49.0,57.29512164226152,13162.0,3086.0,1771835931.0,6,multiple words,Personal Growth
philosophy,eudaimonia,2.0,41.3,60.365060527628565,13128.0,17087.0,1771835931.0,1,single word,Fundamental Knowledge
exitentialism,jean paul sartre,1.0499999999999998,45.0,58.861880339906605,13050.0,12376.0,1771922253.0,3,multiple words,Fundamental Knowledge
meaning of life,life is meaningless,1.4,47.4,57.83513968801768,12828.0,5194.0,1771922253.0,3,sentence,Purpose and Identity
stoicism,epictetus,22.25,58.5,53.37111064952806,12749.0,23675.0,1771835931.0,1,single word,Fundamental Knowledge
finding purpose,what is my purpose,2.8,45.5,58.54877386699036,12676.0,12556.0,1771922253.0,4,sentence,Purpose and Identity
personal growth,power of words,1.4,51.5,56.148773866990354,12676.0,6336.0,1771835931.0,3,multiple words,Personal Growth
stoicism,stoic wisdom quotes,1.75,52.0,55.89158577249611,12491.0,7563.0,1771835931.0,3,multiple words,Fundamental Knowledge
finding purpose,how to find purpose,3.85,44.0,59.0625164408803,12398.0,10388.0,1771922253.0,4,sentence,Purpose and Identity
nihilism,postmodernism,2.0,48.9,57.08490695820538,12342.0,12732.0,1771922253.0,1,single word,Fundamental Knowledge
schopenhauer,epistemology,3.0,35.5,62.42468373255163,12278.0,12277.0,1771835931.0,1,single word,Fundamental Knowledge
personal growth,productivity tools,1.2,34.8,62.69770764438961,12256.0,4470.0,1771835931.0,2,multiple words,Personal Growth
mental models,problem solving skills,1.4,31.3,64.05462369815362,12121.0,23113.0,1771835931.0,3,sentence,Personal Growth
philosophy,ted education,2.4,49.0,56.96916432561173,12104.0,12694.0,1771835931.0,2,multiple words,Fundamental Knowledge
mental models,first principles,1.2,48.4,57.18918848924383,12042.0,11511.0,1771835931.0,2,multiple words,Personal Growth
nihilism,myth of sisyphus,1.4,53.0,55.34078089932692,12016.0,10169.0,1771922253.0,3,multiple words,Fundamental Knowledge
personal growth,self mastery,2.4,39.3,60.78272022612258,11899.0,11939.0,1771835931.0,2,multiple words,Personal Growth
exitentialism,analytic philosophy,1.2,26.0,66.08469895593461,11844.0,2401.0,1771922253.0,2,multiple words,Fundamental Knowledge
stoicism,stoicism motivation,4.7,38.7,60.992857843906,11808.0,5565.0,1771835931.0,2,multiple words,Fundamental Knowledge
meaning of life,nothing matters,1.2,32.9,63.284423973344005,11722.0,23265.0,1771922253.0,2,multiple words,Purpose and Identity
personal growth,how to set goals,1.4,46.5,57.818788174052045,11645.0,69955.0,1771835931.0,4,sentence,Personal Growth
anxiety,yoga for sleep,1.4,44.5,58.609424016461816,11617.0,2606.0,1771835931.0,3,multiple words,Personal Growth
schopenhauer,schopenhauer on women,6.125,16.0,70.00439821495611,11602.0,4281.0,1771835931.0,3,multiple words,Fundamental Knowledge
productivity,remote control,1.2,61.0,51.982207217642014,11536.0,31717.0,1771835931.0,2,sentence,Personal Growth
productivity,ali abdaal productivity,4.9,44.0,58.7734304318532,11510.0,3151.0,1771835931.0,3,multiple words,Personal Growth
productivity,cal newport deep work,1.4,34.099999999999994,62.71072163612756,11443.0,13812.0,1771835931.0,4,sentence,Personal Growth
productivity,university of cambridge,1.4,42.5,59.335735950742624,11399.0,10150.0,1771835931.0,3,multiple words,Personal Growth
philosophy,philosophy lecture,4.7,36.0,61.9227471436554,11361.0,14636.0,1771835931.0,2,multiple words,Fundamental Knowledge
personal growth,mindset podcast,4.8,57.0,53.51589346855383,11341.0,8737.0,1771835931.0,2,multiple words,Personal Growth
philosophy,philosophy podcast,4.7,41.0,59.86688200148742,11199.0,13940.0,1771835931.0,2,multiple words,Fundamental Knowledge
stoicism,philosophy of life,4.199999999999999,44.5,58.435145419008734,11108.0,14225.0,1771835931.0,3,multiple words,Fundamental Knowledge
mental models,the science of getting rich,1.4,25.3,66.07360310442849,10990.0,17767.0,1771835931.0,5,sentence,Personal Growth
mental models,success affirmations,1.2,36.5,61.506992464379934,10748.0,7468.0,1771835931.0,2,multiple words,Personal Growth
mental models,opportunity cost,1.2,39.0,60.506992464379934,10748.0,12639.0,1771835931.0,2,multiple words,Personal Growth
meaning of life,what is the purpose of life,1.75,38.0,60.89067235248177,10703.0,4695.0,1771922253.0,6,sentence,Purpose and Identity
nihilism,optimism,1.25,65.0,50.00208431824285,10462.0,6678.0,1771922253.0,1,single word,Purpose and Identity
philosophy,ethics,3.0,49.5,56.19128706157293,10433.0,22370.0,1771835931.0,1,single word,Fundamental Knowledge
stoicism,reinvent yourself,3.6,68.0,48.71827585795366,10239.0,16358.0,1771835931.0,2,multiple words,Fundamental Knowledge
productivity,mel robbins motivation,1.4,59.0,52.30686211062827,10209.0,4415.0,1771835931.0,3,multiple words,Personal Growth
schopenhauer,philosophy overdose,3.6,26.9,65.13732500415503,10184.0,6461.0,1771835931.0,2,multiple words,Fundamental Knowledge
meaning of life,inspirational quotes,1.2,13.5,70.48967844714659,10164.0,5760.0,1771922253.0,2,multiple words,Personal Growth
anxiety,yoga for anxiety,9.8,43.0,58.6885301660172,10161.0,6498.0,1771835931.0,3,multiple words,Personal Growth
nihilism,mit ai,1.5,33.0,62.680866283530975,10141.0,1755.0,1771922253.0,2,multiple words,Purpose and Identity
procrastination,how to beat procrastination,4.9,47.0,57.02834755536768,10005.0,15408.0,1771835931.0,4,sentence,Personal Growth
productivity,dr. andrew huberman,1.75,62.0,51.00573236202718,9947.0,14411.0,1771835931.0,3,multiple words,Personal Growth
stoicism,what is stoicism,100.44999999999996,29.2,64.11319850025889,9915.0,12337.0,1771835931.0,3,sentence,Fundamental Knowledge
procrastination,ted talks motivation,1.4,46.0,57.37274444165379,9863.0,9824.0,1771835931.0,3,multiple words,Personal Growth
habits,habits eminem,4.7,38.5,60.36089491289971,9833.0,9756.0,1771835931.0,2,multiple words,Personal Growth
philosophy,humanities,4.0,37.9,60.584641957360574,9792.0,7862.0,1771835931.0,1,single word,Fundamental Knowledge
mental models,sunk cost fallacy,1.4,26.8,64.98310773944209,9688.0,11487.0,1771835931.0,3,multiple words,Personal Growth
finding purpose,science podcast,1.5,50.2,55.60661100985944,9647.0,9548.0,1771922253.0,2,multiple words,Fundamental Knowledge
philosophy,aristotle philosophy,4.7,13.0,70.44404148381336,9542.0,5833.0,1771835931.0,2,multiple words,Fundamental Knowledge
philosophy,rené descartes,1.2,48.5,56.2428183396397,9539.0,6708.0,1771835931.0,2,multiple words,Fundamental Knowledge
procrastination,get things done,1.4,31.2,63.14851983271177,9504.0,5436.0,1771835931.0,3,sentence,Personal Growth
personal growth,positive mindset,1.2,39.0,59.99026928777474,9411.0,16350.0,1771835931.0,2,multiple words,Personal Growth
mental models,mental model,8.4,45.9,57.22654758221488,9402.0,1497.0,1771835931.0,2,multiple words,Personal Growth
procrastination,how to not procrastinate,1.4,44.5,57.74787999708812,9309.0,11190.0,1771835931.0,4,sentence,Personal Growth
mental models,confirmation bias,1.2,41.0,59.13364695515138,9275.0,8840.0,1771835931.0,2,multiple words,Personal Growth
mental models,occam's razor,1.2,45.1,57.46375601709687,9204.0,10733.0,1771835931.0,2,multiple words,Personal Growth
philosophy,ralph waldo emerson,1.4,32.9,62.29955324258988,9100.0,11409.0,1771835931.0,3,multiple words,Fundamental Knowledge
schopenhauer,ontology,3.0,26.0,65.0376919346007,9049.0,16840.0,1771835931.0,1,single word,Fundamental Knowledge
mental models,presentation tips,1.2,46.5,56.819595790255136,9007.0,4561.0,1771835931.0,2,multiple words,Personal Growth
anxiety,generalized anxiety disorder,14.699999999999998,42.8,58.24873661247226,8890.0,6020.0,1771835931.0,3,multiple words,Emotional Pain
mental models,deep thinking,2.4,50.5,55.14063225144056,8826.0,14102.0,1771835931.0,2,multiple words,Personal Growth
procrastination,adhd paralysis,1.2,42.9,58.167388104163024,8796.0,7177.0,1771835931.0,2,multiple words,Emotional Pain
stoicism,manipulation tactics,1.2,38.3,59.99542969314649,8769.0,14680.0,1771835931.0,2,multiple words,Fundamental Knowledge
nihilism,what is the meaning of life,1.4,48.0,56.106103223159394,8748.0,18172.0,1771922253.0,6,sentence,Purpose and Identity
personal growth,self reflection,2.4,41.8,58.56916970033383,8710.0,10380.0,1771835931.0,2,multiple words,Purpose and Identity
personal growth,best motivation,1.2,56.5,52.68067521461177,8691.0,5268.0,1771835931.0,2,multiple words,Personal Growth
schopenhauer,schopenhauer philosophy,25.850000000000005,23.4,65.91888453565389,8687.0,6005.0,1771835931.0,2,multiple words,Fundamental Knowledge
meaning of life,young men,1.2,70.0,47.243348656065486,8608.0,17059.0,1771922253.0,2,multiple words,Purpose and Identity
stoicism,toxic people,2.4,55.5,53.04018419356508,8601.0,22842.0,1771835931.0,2,multiple words,Fundamental Knowledge
mental models,mental clarity,1.2,50.5,55.01022058232429,8535.0,9446.0,1771835931.0,2,multiple words,Personal Growth
finding purpose,james hollis,1.2,21.6,66.55377898420281,8499.0,22190.0,1771922253.0,2,multiple words,Fundamental Knowledge
stoicism,emotional control,4.8,41.0,58.78323812911093,8476.0,6422.0,1771835931.0,2,sentence,Fundamental Knowledge
stoicism,meditations,2.0,56.0,52.78186112669019,8473.0,13947.0,1771835931.0,1,single word,Fundamental Knowledge
mental models,psychology books,1.2,20.8,66.86002436485813,8469.0,12242.0,1771835931.0,2,multiple words,Personal Growth
finding purpose,find your purpose,2.1,54.5,53.356067198109045,8417.0,7901.0,1771922253.0,3,sentence,Purpose and Identity
productivity,100m leads,1.5,40.8,58.82773983510984,8399.0,11205.0,1771835931.0,2,sentence,Personal Growth
procrastination,how to stop procrastination,14.699999999999998,53.5,53.74727668070106,8398.0,4701.0,1771835931.0,4,sentence,Personal Growth
schopenhauer,history of philosophy,4.199999999999999,29.2,63.46403305479592,8391.0,13614.0,1771835931.0,3,multiple words,Fundamental Knowledge
meaning of life,the first man,1.4,48.5,55.73567986125459,8373.0,3118.0,1771922253.0,3,multiple words,Fundamental Knowledge
philosophy,plato philosophy,9.4,34.4,61.29541683946741,8202.0,5004.0,1771835931.0,2,multiple words,Fundamental Knowledge
procrastination,huberman podcast,1.2,58.0,51.822555137006205,8133.0,6776.0,1771835931.0,2,multiple words,Personal Growth
anxiety,adriene mishler,1.2,44.0,57.41153925168476,8110.0,1797.0,1771835931.0,2,multiple words,Personal Growth
finding purpose,how to find meaning in life,1.4,44.5,57.19712366150721,8080.0,1989.0,1771922253.0,6,sentence,Purpose and Identity
philosophy,eastern philosophy,9.4,52.5,53.96667590155309,8017.0,7000.0,1771835931.0,2,multiple words,Fundamental Knowledge
habits,to love,2.4,56.5,52.34770715003879,7978.0,9518.0,1771835931.0,2,sentence,Personal Growth
anxiety,mental illness,1.2,45.0,56.93794358492881,7958.0,10053.0,1771835931.0,2,multiple words,Emotional Pain
schopenhauer,alpha male strategies,1.4,59.1,51.29158410041244,7945.0,6772.0,1771835931.0,3,multiple words,Fundamental Knowledge
philosophy,curriculum,10.0,54.5,53.121289072883016,7924.0,9402.0,1771835931.0,1,single word,Fundamental Knowledge
philosophy,confucius philosophy,4.7,41.0,58.50259043000551,7886.0,1423.0,1771835931.0,2,multiple words,Fundamental Knowledge
habits,stay high all the time,1.4,36.5,60.23642812060943,7753.0,,1771835931.0,5,sentence,Personal Growth
philosophy,improvement,9.0,49.5,55.01983616424088,7720.0,4466.0,1771835931.0,1,single word,Fundamental Knowledge
personal growth,career coaching,1.2,29.9,62.79838621756772,7599.0,3220.0,1771835931.0,2,multiple words,Personal Growth
stoicism,negative thoughts,1.2,53.5,53.28344583640189,7454.0,3564.0,1771835931.0,2,multiple words,Emotional Pain
schopenhauer,existence,3.0,34.5,60.87926886709038,7446.0,6371.0,1771835931.0,1,single word,Fundamental Knowledge
productivity,dan pink,1.2,39.1,59.02775902001775,7424.0,9026.0,1771835931.0,2,multiple words,Personal Growth
mental models,wealth building,1.2,40.5,58.460416799667925,7410.0,15009.0,1771835931.0,2,multiple words,Personal Growth
stoicism,stoic evolution,1.2,30.5,62.458316474402224,7406.0,5647.0,1771835931.0,2,multiple words,Fundamental Knowledge
anxiety,anxiety symptoms,4.7,37.0,59.85568947200782,7401.0,5947.0,1771835931.0,2,multiple words,Emotional Pain
procrastination,stop being lazy,1.4,45.5,56.44727112207502,7385.0,6220.0,1771835931.0,3,sentence,Personal Growth
habits,habits cover,4.7,48.7,55.16674436978258,7384.0,3194.0,1771835931.0,2,multiple words,Personal Growth
stoicism,stay strong,1.2,37.2,59.67776069575223,7217.0,5684.0,1771835931.0,2,sentence,Fundamental Knowledge
productivity,the game podcast,2.1,55.0,52.49637437048617,7104.0,2050.0,1771835931.0,3,multiple words,Personal Growth
habits,tove lo live,4.199999999999999,40.0,58.46834854928753,7053.0,12876.0,1771835931.0,3,sentence,Personal Growth
schopenhauer,western philosophy,3.6,42.2,57.58503807904722,7047.0,2319.0,1771835931.0,2,multiple words,Fundamental Knowledge
anxiety,yoga practice,1.2,47.0,55.66061973150693,7039.0,5461.0,1771835931.0,2,multiple words,Personal Growth
procrastination,ted talk procrastination,4.9,40.0,58.4440060859599,7009.0,13594.0,1771835931.0,3,sentence,Personal Growth
philosophy,massimo pigliucci,1.2,50.6,54.18899289284843,6982.0,4635.0,1771835931.0,2,multiple words,Fundamental Knowledge
philosophy,stoicism quotes,1.2,44.0,56.825091106165615,6975.0,11551.0,1771835931.0,2,multiple words,Fundamental Knowledge
procrastination,how to overcome procrastination,6.125,43.5,57.01224332355936,6952.0,4024.0,1771835931.0,4,sentence,Personal Growth
anxiety,anxiety disorders,4.7,55.0,52.40552324881411,6940.0,2181.0,1771835931.0,2,multiple words,Emotional Pain
procrastination,tim urban,1.2,45.6,56.12778795628645,6873.0,9528.0,1771835931.0,2,multiple words,Emotional Pain
stoicism,daily habits,1.2,49.3,54.62223628373514,6828.0,14777.0,1771835931.0,2,multiple words,Personal Growth
philosophy,interest,9.0,64.0,48.66397726648308,6692.0,12747.0,1771835931.0,1,single word,Fundamental Knowledge
stoicism,saying no,1.2,43.4,56.89116844626551,6670.0,4083.0,1771835931.0,2,sentence,Fundamental Knowledge
mental models,how to make decisions,1.4,42.5,57.16686693829207,6527.0,2421.0,1771835931.0,4,sentence,Personal Growth
anxiety,success habits,1.2,24.3,64.37893419252387,6414.0,6210.0,1771835931.0,2,multiple words,Personal Growth
mental models,eisenhower matrix,1.2,39.8,58.16921878991454,6398.0,9995.0,1771835931.0,2,multiple words,Personal Growth
schopenhauer,bryan magee,2.4,41.8,57.32027442226918,6318.0,5487.0,1771835931.0,2,multiple words,Fundamental Knowledge
philosophy,self reliance,1.2,63.0,48.8012925411423,6255.0,5876.0,1771835931.0,2,multiple words,Fundamental Knowledge
nihilism,nihilism philosophy,25.850000000000005,28.5,62.52911180694238,6140.0,6075.0,1771922253.0,2,multiple words,Fundamental Knowledge
philosophy,philosophers,2.0,42.0,57.12213685597033,6129.0,5809.0,1771835931.0,1,single word,Fundamental Knowledge
mental models,lifelong learning,1.5,41.2,57.43896228442584,6124.0,4606.0,1771835931.0,2,sentence,Personal Growth
procrastination,prefrontal cortex,1.2,29.4,62.141136645319605,6096.0,10633.0,1771835931.0,2,multiple words,Emotional Pain
procrastination,emotional processing,1.2,40.5,57.69922190134909,6093.0,1038.0,1771835931.0,2,sentence,Emotional Pain
procrastination,overcome procrastination,9.4,43.0,56.69283260573124,6083.0,5980.0,1771835931.0,2,sentence,Personal Growth
jung,the red book,1.4,30.9,61.453373613824034,5960.0,8485.0,1771835931.0,3,multiple words,Fundamental Knowledge
schopenhauer,the will,3.6,58.5,50.35219849419086,5867.0,2170.0,1771835931.0,2,sentence,Fundamental Knowledge
philosophy,today i learned,1.4,59.0,50.15087227450616,5865.0,2711.0,1771835931.0,3,multiple words,Fundamental Knowledge
anxiety,what is anxiety,9.8,41.0,57.30953356825104,5803.0,4970.0,1771835931.0,3,sentence,Emotional Pain
personal growth,the mindset mentor podcast,5.6,59.0,50.10349610550959,5794.0,7964.0,1771835931.0,4,multiple words,Personal Growth
procrastination,intrinsic motivation,1.2,37.1,58.832490759284894,5748.0,6547.0,1771835931.0,2,multiple words,Personal Growth
philosophy,iceberg chart,1.2,41.1,57.23046006109335,5745.0,2813.0,1771835931.0,2,multiple words,Fundamental Knowledge
anxiety,setting boundaries,1.2,40.0,57.65213591274508,5718.0,5950.0,1771835931.0,2,multiple words,Personal Growth
procrastination,treatment,1.25,53.0,52.41591329804518,5665.0,6904.0,1771835931.0,1,single word,Emotional Pain
stoicism,how to think clearly,1.4,42.9,56.43801962534831,5639.0,3095.0,1771835931.0,4,sentence,Fundamental Knowledge
personal growth,smart goals,1.2,33.1,60.34489122783338,5620.0,24916.0,1771835931.0,2,multiple words,Personal Growth
mental models,how to speak more clearly,1.4,46.0,55.16476732840764,5591.0,18029.0,1771835931.0,5,sentence,Personal Growth
habits,tove lo stay high,2.8,23.4,64.19222406398131,5573.0,7566.0,1771835931.0,4,sentence,Personal Growth
personal growth,persuasion techniques,1.2,51.0,53.14313981843176,5560.0,5276.0,1771835931.0,2,multiple words,Personal Growth
philosophy,tsol,10.0,15.4,67.27963250187332,5414.0,6250.0,1771835931.0,1,single word,Fundamental Knowledge
mental models,charles duhigg,1.2,51.0,52.91330778279474,5241.0,12632.0,1771835931.0,2,multiple words,Personal Growth
exitentialism,friedrich nietzsche philosophy,1.0499999999999998,32.2,60.41172459021003,5212.0,7961.0,1771922253.0,3,multiple words,Fundamental Knowledge
philosophy,the republic,1.2,54.5,51.45724163058409,5166.0,8379.0,1771835931.0,2,multiple words,Fundamental Knowledge
nihilism,agnosticism,3.0,42.7,56.175735414767566,5164.0,4306.0,1771922253.0,1,single word,Fundamental Knowledge
procrastination,procrastinating,7.0,58.0,50.02700593775171,5126.0,6186.0,1771835931.0,1,single word,Emotional Pain
stoicism,stoic true wisdom,1.4,40.0,57.19500346605285,5084.0,4315.0,1771835931.0,3,multiple words,Fundamental Knowledge
meaning of life,why are we here,1.4,42.4,56.21813459464264,5062.0,2197.0,1771922253.0,4,sentence,Purpose and Identity
mental models,pareto principle,1.2,43.1,55.927361643707975,5048.0,6244.0,1771835931.0,2,multiple words,Personal Growth
nihilism,mysticism,3.0,25.2,63.08582021222453,5046.0,6986.0,1771922253.0,1,single word,Fundamental Knowledge
anxiety,yoga for stress,1.4,47.0,54.34650060214286,5021.0,4086.0,1771835931.0,3,multiple words,Personal Growth
stoicism,temperance,2.0,41.3,56.617192994995854,5009.0,3276.0,1771835931.0,1,single word,Fundamental Knowledge
productivity,ali abdaal books,1.4,43.0,55.87298787620925,4927.0,,1771835931.0,3,multiple words,Personal Growth
stoicism,discipline your mind,1.4,52.5,51.92165846081041,4739.0,,1771835931.0,3,multiple words,Fundamental Knowledge
anxiety,how to stop worrying,1.4,45.5,54.70190905194941,4715.0,,1771835931.0,4,sentence,Personal Growth
productivity,cambridge medical student,1.4,24.3,63.14377342984823,4669.0,,1771835931.0,3,multiple words,Personal Growth
stoicism,ryan holiday podcast,7.0,60.0,48.86377342984823,4669.0,,1771835931.0,3,multiple words,Personal Growth
habits,eminem habits,4.7,53.0,51.65543337026908,4659.0,,1771835931.0,2,multiple words,Personal Growth
personal growth,path to success,1.4,48.2,53.57459837996909,4658.0,,1771835931.0,3,multiple words,Personal Growth
schopenhauer,unconscious,3.0,56.0,50.44874842375144,4651.0,,1771835931.0,1,single word,Fundamental Knowledge
schopenhauer,fundación juan march,1.4,45.5,54.58466178561676,4575.0,,1771835931.0,3,multiple words,Fundamental Knowledge
stoicism,stoic guide,1.2,41.0,56.37444562137897,4563.0,,1771835931.0,2,multiple words,Fundamental Knowledge
procrastination,complex trauma,2.4,48.5,53.365057174632966,4552.0,,1771835931.0,2,multiple words,Emotional Pain
personal growth,body language tips,1.4,54.5,50.947928999456025,4532.0,,1771835931.0,3,multiple words,Personal Growth
nihilism,existential depression,1.2,31.0,60.31257867432166,4491.0,,1771922253.0,2,multiple words,Emotional Pain
schopenhauer,pessimist,2.0,56.0,50.30651101491126,4484.0,,1771835931.0,1,single word,Fundamental Knowledge
mental models,feedback loop,1.2,45.1,54.66043387583719,4477.0,,1771835931.0,2,multiple words,Personal Growth
stoicism,stoic mind,2.4,25.9,62.2923516530124,4422.0,,1771835931.0,2,multiple words,Fundamental Knowledge
exitentialism,sartre existentialism,1.8,39.1,56.98232805829991,4388.0,,1771922253.0,2,multiple words,Purpose and Identity
personal growth,setting goals,1.2,43.0,55.394750156339526,4357.0,,1771835931.0,2,multiple words,Personal Growth
schopenhauer,pessimism,9.25,48.1,53.34312678718764,4344.0,,1771835931.0,1,single word,Fundamental Knowledge
stoicism,inner strength,1.2,48.1,53.32967190591489,4329.0,,1771835931.0,2,multiple words,Fundamental Knowledge
philosophy,greek philosophy,4.7,46.0,54.152561971242655,4310.0,,1771835931.0,2,multiple words,Fundamental Knowledge
stoicism,ryan holiday stoicism,24.5,54.5,50.7217550834217,4276.0,,1771835931.0,3,multiple words,Fundamental Knowledge
mental models,charlie munger mental models,19.6,22.2,63.6079503644926,4239.0,,1771835931.0,4,multiple words,Personal Growth
mental models,psychological tricks,1.2,51.5,51.8760029410732,4226.0,,1771835931.0,2,multiple words,Fundamental Knowledge
exitentialism,being and nothingness,1.0499999999999998,27.5,61.45107118520726,4199.0,,1771922253.0,3,sentence,Fundamental Knowledge
nihilism,artificial intelligence podcast,1.75,50.0,52.44921801590229,4197.0,,1771922253.0,3,multiple words,Purpose and Identity
anxiety,exposure therapy,1.2,48.4,53.033208375806005,4137.0,,1771835931.0,2,multiple words,Emotional Pain
personal growth,life transformation,1.5,47.5,53.35636479990398,4098.0,,1771835931.0,2,multiple words,Personal Growth
personal growth,how to influence people,1.4,44.5,54.50476755009557,4044.0,,1771835931.0,4,sentence,Personal Growth
anxiety,chronic stress,1.5,51.5,51.70091816601342,4040.0,,1771835931.0,2,multiple words,Emotional Pain
stoicism,ancient philosophy,2.4,45.5,54.09706496877156,4036.0,,1771835931.0,2,multiple words,Fundamental Knowledge
procrastination,rick hanson,1.2,35.2,58.16466973305896,3982.0,,1771835931.0,2,multiple words,Personal Growth
mental models,rational thinking,2.4,35.0,58.23782579109408,3975.0,,1771835931.0,2,multiple words,Personal Growth
mental models,strategic thinking,2.7,31.6,59.59194995569042,3969.0,,1771835931.0,2,multiple words,Personal Growth
anxiety,yoga video,1.2,40.5,56.02410167600888,3961.0,,1771835931.0,2,multiple words,Personal Growth
procrastination,how to avoid procrastination,4.9,45.0,54.21131435133865,3948.0,,1771835931.0,4,sentence,Personal Growth
philosophy,modern stoicism,1.2,38.3,56.83574480201448,3892.0,,1771835931.0,2,multiple words,Fundamental Knowledge
philosophy,secular,9.0,69.5,44.33369484589458,3870.0,,1771835931.0,1,single word,Fundamental Knowledge
anxiety,panic attacks,4.2,43.5,54.72363066874709,3860.0,,1771835931.0,2,multiple words,Emotional Pain
productivity,jeanne dielman,1.2,32.2,59.21328095199118,3830.0,,1771835931.0,2,multiple words,Personal Growth
mental models,how to solve problems,2.8,43.0,54.875977079661226,3813.0,,1771835931.0,4,sentence,Personal Growth
mental models,timeless wisdom,1.2,35.0,58.068829521256106,3806.0,,1771835931.0,2,multiple words,Personal Growth
productivity,productivity hack,4.7,58.5,48.64936253905943,3787.0,,1771835931.0,2,multiple words,Personal Growth
